Template,mname,Subject,date,Inactive Users,1st Time Openers,First Open %,1st Time Clickers,First Click %
4x-111822-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPC-9pm-1dnc-\xf0\x9f\x9f\xa2 Your alert confirmation code is 751-93,Major (Dave) GFR,\xf0\x9f\x9f\xa2 Your alert confirmation code is 751-93,11/18/2022,17775,7,0.039365651,8,0.044986785
Day 2 (Zeeto) Craftsman - CPA (PY) EFLin,MSDZ1 WIFI,Come & Get Your DeWalt Tool Sample,11/18/2022,6208,7,0.112630732,4,0.0643915
Internal_GPTT_OWNC \xf0\x9f\x86\x8,GiftCardGrabber A DRL,Your $5 credit is available for confirmatio,11/18/2022,5134,7,0.13616028,23,0.445995734
111822-\xf0\x9f\x86\x95 (Tagada) Vouchers Avenue - CashApp - CPA (U)-2am-7dn|7do-{{first_name}} you received a Cash Deposit e,Major (Dave) GFR,"{{first_name}} you received a Cash Deposit entry on {{ ""now"" | date: ""%m/%d/%y"" }",11/18/2022,16675,7,0.041961396,21,0.12577863
2x-111822-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPC-7am-hbs&nc-Your Cash App Deposit offer was eDelivered on 11/18/202,GiftCardGrabber GFR,Your Cash App Deposit offer was eDelivered on 11/18/202,11/18/2022,17490,7,0.040006858,7,0.040006858
"> \xf0\x9f\x9f\xa2-live-day0-\xf0\x9f\x86\x95 (Zeeto) Fall Free Samples 2 - CPA (U)-Thank You {{first_name}}, here is your WELCOME PACKAGE o",GPTT (Dave) GFR,"Thank You {{first_name}}, here is your WELCOME PACKAGE offer, Confirm ASAP",11/18/2022,1678,7,0.415430267,7,0.415430267
1118_22_zeeto_oknike100_5am \xe2\x9c\x85\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,\xf0\x9f\x94\x94 Please confirm your Nike offe,11/18/2022,26026,7,0.026888949,13,0.049925112
> \xf0\x9f\x9f\xa2-live-3DAY-NON-CLICKER-WORKFLOW-\xf0\x9f\x86\x95 (Zeeto) 25k Sweeps - CPA (U)-GFR19GXW3DNC-zee25ks-ATO,GiftCardGrabber GFR,"{{first_name}} we sent you a BIG JACKPOT offer today, Verify ASAP",11/18/2022,4655,7,0.15015015,9,0.19296741
3x-111822-\xf0\x9f\x86\x95 (WhatIf) The American Survey iPhone or Android - CPA (U)-3pm-hbs&nc-\xf0\x9f\x93\xa9 verify your email ASAP,GiftCardGrabber GFR,\xf0\x9f\x93\xa9 verify your email ASAP,11/18/2022,17644,7,0.03965781,16,0.090600227
Non Clicker 1,GPTTco SDR,{{date}} You have a message in your inbo,11/18/2022,2814,7,0.248138958,10,0.354107649
2x-REPLACEMENT-111822-\xf0\x9f\x86\x95 (ZinQ) Win cash moneygram - [YR] - CPA (U)-8pm-hbs&nc-\xf0\x9f\x9f\xa9 MONEYGRAM CASH offer was sent ,GiftCardGrabber GFR,"\xf0\x9f\x9f\xa9 MONEYGRAM CASH offer was sent to {{first_name}} today, Accept ASAP",11/18/2022,19702,7,0.035516769,12,0.060870447
GPTT Internal v1 [ 1dyo-int-atox,GPTTN2 DRAGON,can you please confirm your email,11/18/2022,949,7,0.732217573,6,0.628272251
1118_22_Skenzo_BankAccounts_8am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,Email Delivered! New Bank Account Options Awai,11/18/2022,19449,7,0.035978618,9,0.046253469
GetPaidToTry-(Creative#SA)- Inactive Clicker WorkFlow (1,GPTT (GF Marketing) FROG,(1) confirm your emai,11/18/2022,2420,7,0.28842192,8,0.329489292
8AM - 1118 - BriteBox - Now Platinum v4  \xe2\x9c\x8,GPTT C DRAGON,We sent you a new Credit Line offer - No Credit Checks & No Credit Turndowns! GET APPROVED,11/18/2022,6214,7,0.112522103,14,0.224791265
3x-111822-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPC-2pm-hbs&nc-{{first_name}} your alert confirmation code is 751-93,Major (Dave) GFR,{{first_name}} your alert confirmation code is 751-93,11/18/2022,16688,7,0.041928721,12,0.071856287
1118_22_Conceptual_Target_5am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,Please confirm your pending Target offe,11/18/2022,15106,7,0.04631774,7,0.04631774
Been Sent Any Email Today Workflow Email # 1 (AMDDS) - [BSD1] \xf0\x9f\x94\xb4\xf0\x9f\x94\xb,SigM1 FROG,{{first_name}} your door dash sweeps entry is pending activatio,11/18/2022,2952,6,0.202839757,11,0.371245359
> \xf0\x9f\x9f\xa2-live-day-\xf0\x9f\x86\x95 Majorsweeps - CPA-GFR7GXWAD0W-intmjs-ATO,Major (Dave) GFR,182883 is your confirmation code no,11/18/2022,2688,6,0.222717149,7,0.25974026
> \xf0\x9f\x9f\xa2-live-3DAY-NON-CLICKER-WORKFLOW-\xf0\x9f\x86\x95 GiftCardGrabber - Cash App CPA-GFR7GXWA3DNCW-gcgcas-ATO,Major (Dave) GFR,You have received a pin,11/18/2022,649,6,0.916030534,9,1.367781155
Whatif-BestDayEver-STRONG-CREATIV,GPTT (GF Marketing) FROG,(1)We're trying to contact you...,11/18/2022,2854,6,0.20979021,5,0.174886324
RESEND-\xf0\x9f\x86\x95 View (WhatIf) Free Daily Raffle - Capital One - RS (U,Sweepsgen (Dave) GFR,"We sent you a message alert, View ASAP",11/18/2022,18572,6,0.032296264,7,0.037676947
IN UE Tx,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Confirm your pending UberEats offer!",11/18/2022,4708,6,0.127280441,7,0.148462354
Internal Gptt - Sent Day0 past 1d and sent any email 1d \xf0\x9f\x85\xb,GPTTco SDR,\xf0\x9f\x93\xa7 {{first_name}} You have a message in your inbo,11/18/2022,2897,6,0.206682742,5,0.172294969
DAY 0 - GPTT Internal v23 - GPTTN2 [PRE PING] [11/02,GPTTN2 DRAGON,You received a confirmation emai,11/18/2022,951,6,0.626959248,5,0.523012552
Day 0 follow up 5 minut,GetPaidToTry TRG SDR,"Welcome, {{first_name}} you have a new message in your inbox, see her",11/18/2022,5076,6,0.118063754,3,0.059066745
1118-22-BriteBox-NowPlatinu,giftcardgrabber FROG,we sent you a new Credit Line offer - No Credit Checks & No Credit Turndowns! GET APPROVED \xe2\x9c\xa,11/18/2022,14230,6,0.04214667,16,0.112312228
3x-111822-\xf0\x9f\x86\x95 (WhatIf) USA Assistance Guide - Rent Relief - RS (U)-3pm-hbs&nc-{{first_name}} we sent you RENT AS,Major (Dave) GFR,"{{first_name}} we sent you RENT ASSISTANCE Info, View ASAP",11/18/2022,16348,6,0.036688272,4,0.02446184
3x-111822-(WhatIf) Free Daily Raffle - Cashapp - RS (U)-7pm-nc-\xe2\x9e\xa1\xef\xb8\x8f CASH APP DEPOSIT offer was sent to {{first_n,Sig (Dave) GFR,\xe2\x9e\xa1\xef\xb8\x8f CASH APP DEPOSIT offer was sent to {{first_name}} {{last_name}} - Please confir,11/18/2022,11473,6,0.052269361,6,0.052269361
1230PM - 1118 - WHatif - The American Survey Cashapp v4 \xe2\x9c\x8,Signature 2019 DRAGON,"{{first_name}} we sent you a CASH APP DEPOSIT offer for today, Confirm ASAP",11/18/2022,9784,6,0.061287028,14,0.142886303
1118_22_Zeeto_Pyrex_2am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,2nd Attempt: We're trying to contact you...,11/18/2022,18284,6,0.032804811,20,0.109265734
111822-\xf0\x9f\x86\x95 View (WhatIf) Free Daily Raffle - Capital One - RS (U)-330am-7dn|5do-{{first_name}} you received a BA,Sweepsgen (Dave) GFR,{{first_name}} you received a BANK CASH CARD offer notificatio,11/18/2022,13340,6,0.044957291,8,0.059934073
1118_22_Internal_SIG_1pm (EE) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GiftCardGrabber A DRL,{{first_name}} we sent you a message aler,11/18/2022,17037,6,0.03520507,28,0.164078523
1118_22_fluent_visa_750 2pm  \xe2\x9c\x85\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,\xf0\x9f\x94\x94 {{first_name}} your Visa offer has arrive,11/18/2022,30679,6,0.019553528,13,0.042356314
1118-22-BriteBox-TrueCard \xe2\x9c\x8,Sig. Surveys (GF Marketing) FROG,you can get immediate approval (details inside,11/18/2022,13344,6,0.04494382,13,0.097327244
3x-111822-\xf0\x9f\x86\x95 (Fluent) S&P - Cash App $100 Fall - RS (U)-4pm-hbs&nc-{{first_name}} you received an ACCOUNT DEPOS,GiftCardGrabber GFR,"{{first_name}} you received an ACCOUNT DEPOSIT offer alert, confirm ASAP",11/18/2022,17677,6,0.033930894,6,0.033930894
1118_22_Conceptual_McDonalds_6am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,SignatureSurveys A DRL,Interested in this McDonald's offer,11/18/2022,6573,5,0.076010946,6,0.09119927
> \xf0\x9f\x9f\xa2-live-CLICKERS-WHO-HAVE-NOT-OPENED-MORE-THAN-7DAYS-AGO-WORKFLOW-\xf0\x9f\x86\x95 (WhatIf) Free Daily Raffle - Online Fitne,GiftCardGrabber GFR,"You received an ONLINE FITNESS GIFT CARD offer today, Confirm ASAP",11/18/2022,337,5,1.461988304,2,0.589970501
Level 4: 72 Hour Non Opener Follow Up (generic) | XWb-uneng72hrl,GetPaidToTry TRG SDR,we have sent you a message regarding your visi,11/18/2022,9291,5,0.053786575,13,0.13972485
Clickwork7_CashApp \xf0\x9f\x86\x89\xf0\x9f\x86\x89 \xf0\x9f\x94\xb4\xf0\x9f\x94\xb,SignatureSurveys FROG,Please confirm your CashApp offe,11/18/2022,1125,5,0.442477876,6,0.530503979
1118_22_Zeeto_Dewalt_5pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,ARRIVED: Your DeWalt Tools offer is i,11/18/2022,17398,5,0.028730679,8,0.045961163
111822-\xf0\x9f\x86\x95 (Skenzo) Checking Account 0519 - RS (U)-6am-7dn|2do-{{first_name}} you received Checking Account opti,Major (Dave) GFR,"{{first_name}} you received Checking Account options, View ASAP",11/18/2022,15838,5,0.031559679,3,0.018938198
72 hour non-openers EMAIL,gpttSGRB WIFI,email verification needed,11/18/2022,1088,5,0.457456542,3,0.274977085
Internal_SIG_Day0 (Email #1) \xf0\x9f\x86\x8,SignatureSurveys A DRL,we sent you a message aler,11/18/2022,649,5,0.764525994,3,0.460122699
111822-\xf0\x9f\x86\x95 (ZinQ) Win a Dollar General gift card - CPA (U)-630am-7dn|3do-We sent you a Dollar General gift card ,Sweepsgen (Dave) GFR,We sent you a Dollar General gift card offer alert {{first_name}} - Please confirm ASA,11/18/2022,13604,5,0.036740392,7,0.051428991
1118_22_Conceptual_Nike_3am (2DNO) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,SignatureSurveys A DRL,Please confirm your NIKE offe,11/18/2022,5303,5,0.094197438,3,0.056539766
1118_22_internal_sig_12am \xe2\x9c\x85\xf0\x9f\x85\xb,SigCo SDR,{{first_name}} you have a message in your inbo,11/18/2022,14200,5,0.035198874,10,0.070372977
MJS-ScratchCard-Creative#4-STRONG-CREATIV,GPTT (GF Marketing) FROG,FWD: We're trying to contact you...,11/18/2022,3230,5,0.154559505,11,0.339401419
Day 3 (Zinq) Win shell voucher - [YR] - CPA (PY) EFLin,MSDZ1 WIFI,Want a $100 Shell Gas Voucher? Get your chance to win,11/18/2022,6087,5,0.082074852,2,0.032846116
111822-\xf0\x9f\x86\x95 (Fluent) S&P - Cash App $100 Fall - RS (U)-2am-7dn|3do-You received an ACCOUNT DEPOSIT offer alert \xe2\x9c\x8,GiftCardGrabber GFR,You received an ACCOUNT DEPOSIT offer aler,11/18/2022,17693,5,0.02825178,13,0.073421439
Internal Sig - Opener,GiftCardGrabber SDR,Please accept your $5 bonus offe,11/18/2022,5495,5,0.090909091,9,0.163517442
Day 0 4 hour Follow up Internal - GiftCardGrabber CashApp - refresh [DATE] (2,GPTTN2 DRAGON,"{{ ""now"" | usa_time_zone: ""ET"" | date: ""%m-%d-%Y"" }} your records indicate you would be interested ",11/18/2022,922,5,0.539374326,1,0.108342362
Sig MIKD day0 \xf0\x9f\x86\x8,SIGNATURESURVEYS MIKD DRAGON,can you please confirm your email,11/18/2022,1381,5,0.360750361,6,0.43258832
3x-111822-\xf0\x9f\x86\x95 (Fluent) S&P - Cash App $100 - RS (U)-4pm-anc-\xf0\x9f\x94\xb5 {{first_name}} we sent you a CASH APP DEPOSIT offe,Sig (Dave) GFR,"\xf0\x9f\x94\xb5 {{first_name}} we sent you a CASH APP DEPOSIT offer today, Verify it ASAP",11/18/2022,11394,5,0.043863497,12,0.105207785
1118_22_Whatif_Click2Win_4am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,SignatureSurveys A DRL,\xf0\x9f\x8e\x81 Thank You: Please accept this $1M sweepstakes entr,11/18/2022,6487,5,0.077017868,6,0.092407208
1118_22_Whatif_Click2Win_6pm (EE) [C2] \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,We tried to reach you...,11/18/2022,19963,5,0.025040064,13,0.065078094
111822 (Conceptual) $1000 Paypal - CPC (PY)  8:00 pm EE  \xe2\x9c\x8,gpttSGRB WIFI,"{{ ""now"" | date: ""%m-%d"" }} we\'re trying to contact you regarding your email offer..",11/18/2022,4402,5,0.113455866,10,0.226654578
"3x-111822-\xf0\x9f\x86\x95 (Skenzo) Checking Account 0519 - RS (U)-7pm-hbs&nc-You received Checking Account options, View ASA",GiftCardGrabber GFR,"You received Checking Account options, View ASAP",11/18/2022,17455,4,0.02291082,12,0.068700979
630PM - 1118 - Test a s10 and earbuds [.2] - [YR] - CPA (U) \xe2\x9c\x8,Signature 2019 DRAGON,"\xf0\x9f\x93\x9e hello, your S10 offer has arrive",11/18/2022,8717,4,0.0458663,13,0.148911798
1118_22_Whatif_TopCreditCardFinder_2pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,\xe2\x9c\x85 Your 'try before you buy' offer arrived \xe2\x8b\x9,11/18/2022,19767,4,0.020231652,4,0.020231652
Opener WF- Shift44-SuperSweep,GPTT (GF Marketing) FROG,are we adding the name {{first_name}}{{last_name}} to the winner's list,11/18/2022,1895,4,0.210637177,9,0.472689076
PA Kohls Surve,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Over $5M worth of offers given out in 2022",11/18/2022,5357,4,0.074612945,6,0.11187768
111822-\xf0\x9f\x86\x95 (Skenzo) Cashback CC 0519 - RS (U)-130pm-7dn|6dc-{{first_name}} we sent you Cashback Credit Card opti,Sweepsgen2 GFR,"{{first_name}} we sent you Cashback Credit Card options, View ASAP",11/18/2022,4637,4,0.086188321,2,0.04311274
Day 0.99 PayPal Conceptual  (d0pint99) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GetPaidToTry TRG SDR,{{first_name}} Confirm your PayPal offe,11/18/2022,5252,4,0.076103501,8,0.152091255
1118_22_Internal_SIG_2am (EE) [CR] \xe2\x9c\x85\xf0\x9f\x85\xb,SignatureSurveys A DRL,ALERT: Message confirmation reques,11/18/2022,6401,4,0.06245121,5,0.078051826
"111822-\xf0\x9f\x86\x95 (Zeeto) OkWow $100 Dewalt - CPA (U)-830am--7dn|3do-You received a DEWALT PACKAGE offer today, Confirm",Sweepsgen (Dave) GFR,"You received a DEWALT PACKAGE offer today, Confirm ASAP",11/18/2022,13609,4,0.029383677,3,0.022039377
3x-111822-\xf0\x9f\x86\x95 GiftCardGrabber-Cash App - CPA-2pm-anc-65478 is your Cash App Deposit offer receipt no,Sig (Dave) GFR,65478 is your Cash App Deposit offer receipt no,11/18/2022,11357,4,0.035208168,3,0.026408451
1118_22_Skenzo_Tablets_11am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,Your new tablet options are her,11/18/2022,16656,4,0.024009604,7,0.042009242
"3x-111822-\xf0\x9f\x86\x95 (Conceptual) PayPal - CPA (U)-3pm-anc-{{first_name}} we sent you a PAYPAL offer today, Confirm ASA",Sig (Dave) GFR,"{{first_name}} we sent you a PAYPAL offer today, Confirm ASAP",11/18/2022,11378,4,0.035143209,5,0.043925152
Internal_SIG_1DayNew [Level #1 ] {Official Day0} \xf0\x9f\x86\x8,MAJORSWEEPS MIKD  DRL,{{first_name}} please confirm your emai,11/18/2022,403,4,0.982800983,5,1.225490196
"2x-111822-\xf0\x9f\x86\x95 (Zeeto) OkWow $100 Dewalt - CPA (U)-6pm-nc-We sent you a new INSTANT WINNER offer today, Confirm A",Sweepsgen2 GFR,"We sent you a new INSTANT WINNER offer today, Confirm ASAP",11/18/2022,7010,4,0.0570288,3,0.042777699
Internal_GPTT_Retargeting \xf0\x9f\x94\xb4\xf0\x9f\x94\xb,GPTT A DRL,{{first_name}} we sent you a message aler,11/18/2022,1909,4,0.209095661,5,0.26123302
Internal_GPTT_Day0 (Email #1) \xf0\x9f\x86\x8,GPTT A DRL,Please confirm your emai,11/18/2022,1915,4,0.208441897,6,0.312337324
> \xf0\x9f\x9f\xa2-live-3DAY-NON-CLICKER-WORKFLOW-\xf0\x9f\x86\x95 (WhatIf) Free Daily Raffle - Online Fitness - RS (U)-GFR19GXW-whafdrof-AT,GiftCardGrabber GFR,"You received an ONLINE FITNESS GIFT CARD offer today, Confirm ASAP",11/18/2022,4787,4,0.083489877,1,0.020885547
111822-\xf0\x9f\x86\x95 (Skenzo 2) Balance Transfer CC 0121 - RS (U)-330m-7dn|5dc-{{first_name}} we sent you Balance Transfer,Sweepsgen (Dave) GFR,"{{first_name}} we sent you Balance Transfer Credit Card options, View ASAP",11/18/2022,13036,4,0.030674847,5,0.038340618
72 hour non-openers EMAI,Samplegrabber special WIFI,email confirmation reques,11/18/2022,156,4,2.5,4,2.5
Darryl's MJS Day 0 \xf0\x9f\x94\xb4\xf0\x9f\x94\xb,MajorSweeps SDR,\xe2\x9c\xa8 Your PayPal offer is here..,11/18/2022,2886,4,0.138408304,4,0.138408304
(Internal) GPTT - 3 day Non-Clicker,GPTT (Dave) GFR,We're Trying to Get in Touch - Accept Your $5 Account Credi,11/18/2022,9472,4,0.042211904,4,0.042211904
Day 5 (Zeeto) Tide vs Gain - CPA (PY) EFLin,MSDZ1 WIFI,Sample Notice: Tide Detergent or Gain Detergent,11/18/2022,4567,4,0.087508204,4,0.087508204
1118_22_Whatif_Click4Riches_4pm (EE) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,SignatureSurveys A DRL,"{{first_name}} Your 50,000 cash sweeps offer is her",11/18/2022,6885,3,0.043554007,3,0.043554007
1118_22_Zeeto_FinderishCash_12pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,SignatureSurveys A DRL,Are you missing funds? Find out what\xe2\x80\x99s available for you,11/18/2022,6889,3,0.043528729,6,0.087019579
Internal_SIG_Day0 Non-Opener,GPTT A DRL,{{first_name}} we sent you a message aler,11/18/2022,1837,3,0.163043478,3,0.163043478
111822-\xf0\x9f\x86\x95 (WhatIf) Click 4 Riches - CPA (U)-130am-7dn|3do-We sent your acceptance alert \xe2\x9c\x8,Sweepsgen (Dave) GFR,We sent your acceptance aler,11/18/2022,13385,3,0.022408127,4,0.029875271
1118_22_Whatif_iPhoneVsAndroid_12pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,Sig TRG DRL,\xf0\x9f\x93\xb2iPhone or Android?\xf0\x9f\x93\xb,11/18/2022,19622,3,0.015286624,5,0.025475111
1118_22_Whatif_FreeDailyRaffleCashApp_3pm (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,Please confirm your offe,11/18/2022,17330,3,0.017308025,4,0.023076036
1118_22_Internal_SIG_3am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,GiftCardGrabber A DRL,please confirm your new emessag,11/18/2022,14838,3,0.020214271,8,0.053886569
1118_22_Whatif_Click2Win_7pm (EE) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,SignatureSurveys A DRL,\xf0\x9f\x8e\x81 Thank You: Please accept this $1M sweepstakes entr,11/18/2022,6885,3,0.043554007,5,0.07256894
Internal_HiddenMoneyFinder_Day,HiddenMoneyFinder MIKD DRL,[ACTION NEEDED] Delivering emails to {{first_name},11/18/2022,17,3,15,3,15
(09-08)-Siginternal(CREATIVE#6,MajorM1 FROG,{{date}} please activate your accoun,11/18/2022,1116,3,0.268096515,1,0.089525515
> \xf0\x9f\x9f\xa2-live-3DAY-NON-CLICKER-WORKFLOW-\xf0\x9f\x86\x95 GiftCardGrabber - Cash App CPA-GFR3GXW3DNCW-gcgcas-ATO,Sig (Dave) GFR,You have received a pin,11/18/2022,175,3,1.685393258,5,2.777777778
> \xf0\x9f\x9f\xa2-live-3DAY-NON-CLICKER-WORKFLOW-\xf0\x9f\x86\x95 (Zeeto) Target GC - CPA (U)-GFR19GXW3DNCW-zeetgc-ATO,GiftCardGrabber GFR,You've earned this package offer \xf0\x9f\x93\xa,11/18/2022,5812,3,0.051590714,3,0.051590714
1118_22_Britebox_TrueCard_8am (EE) \xe2\x9c\x85\xf0\x9f\x85\xb,SignatureSurveys A DRL,0% financing on brand-name product,11/18/2022,6678,3,0.044903458,5,0.074816699
1118_22_Flatiron_MDMExclusives_5am (EE) [RED] \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,SignatureSurveys A DRL,2nd Notice - Please verify your contact inf,11/18/2022,6340,3,0.047296232,8,0.126023945
230PM - 1118 - Top Credit Card Finder v4 - CPA (U) \xe2\x9c\x85 [opened x 5 day new,Signature 2019 DRAGON,2ND NOTICE - {{first_name}} we've been trying to reach you..,11/18/2022,13450,3,0.022299859,10,0.074294205
2 Day New No Opens - EMAIL #2 EVERFLO,gcgSGRB WIFI,"{{first_name}}, your email needs to be confirme",11/18/2022,1107,3,0.27027027,3,0.27027027
DAY0 GCG [GPTT Internal v23,Giftcardgrabber DRAGON,You received a confirmation emai,11/18/2022,1861,3,0.160944206,3,0.160944206
"2x-111822-\xf0\x9f\x86\x95 (WhatIf) Free Daily Raffle - Cashapp - RS (U)-11am-hbs&nc-\xf0\x9f\x9f\xa1 You received a CASH APP entry today, a",Sig (Dave) GFR,"\xf0\x9f\x9f\xa1 You received a CASH APP entry today, accept ASAP",11/18/2022,8818,3,0.034009749,6,0.067996374
1118-22-ZINQ-Dewalt-(3NEW)(OPEN,SweepsMonthly SDR,email delivered: confirm your offe,11/18/2022,11399,3,0.026311173,6,0.052608505
Day 0 20 hrs later \xf0\x9f\x86\x89 EVERFLO,gcgSGRB WIFI,your offer account letter is ready {{first_name},11/18/2022,1064,3,0.281162137,2,0.187617261
Day 0 Follow Up - (GCG) Cash App Reward Offer [GCG D0 auto follow up 2 hours] \xf0\x9f\x86\x89\xf0\x9f\x86\x89 EFLin,MyShopDiscounts WIFI,Hey {{first_name}}! please confirm your Cash App sweeps offe,11/18/2022,1463,3,0.204638472,1,0.068306011
Day 0 Follow Up: Zeeto Target (2GXWa-tgt-atox-smr) \xf0\x9f\x85\xb0\xf0\x9f\x85\xb,GPTTco SDR,{{first_name}} You Have (1) Redeemable Target Gift Card Offe,11/18/2022,3007,3,0.099667774,1,0.033244681
DAY0 email 3 - (INT) SIG Internal \xf0\x9f\x86\x89 EFLin,MyShopDiscounts WIFI,Your offer is available. Access it no,11/18/2022,561,3,0.531914894,3,0.531914894
72 hour non-openers - MJS $12,MyShopDiscounts WIFI,email confirmation needed for sweeps entry,11/18/2022,1774,3,0.16882386,4,0.224971879
Day0 \xf0\x9f\x86\x89 \xf0\x9f\x86\x89 EFLINK (Amici) Adidas Sample - October subject lin,MyShopDiscounts WIFI,confirm your emai,11/18/2022,4007,3,0.074812968,5,0.124626122
"3x-111822-\xf0\x9f\x86\x95 (Zeeto) Charmin - CPA (U)-7pm-hbs&nc-2ND NOTICE - Your PACKAGE offer was eDelivered on {{ ""now"" | ",Major (Dave) GFR,"2ND NOTICE - Your PACKAGE offer was eDelivered on {{ ""now"" | date: ""%m/%d/20%y"" }",11/18/2022,2321,3,0.12908778,2,0.086095566
Day 3 follow up to non openers LEVEL 3: FinderCash FONT CHANGE WITH DATE  SUB ID: fincash-atox-72hrfp,GetPaidToTry TRG SDR,You May Have Unclaimed Money in Your Name [Check Now,11/18/2022,8466,3,0.035423309,5,0.059024909
2x-111822-\xf0\x9f\x86\x95 (ZinQ) Win a Dollar General gift card - CPA (U)-6pm-anc-\xf0\x9f\x94\xb4 {{first_name}} we've been trying to reac,Sweepsgen (Dave) GFR,\xf0\x9f\x94\xb4 {{first_name}} we've been trying to reach you..,11/18/2022,18583,3,0.016141182,8,0.043031574
111822 -  (Amici) Ok Wow - $100 PayPal - CPA (PY) 4:00 pm OPN \xe2\x9c\x8,gcgSGRB WIFI,"{{ ""now"" | date: ""%m-%d"" }} confirm your pending offer {{first_name}}...\xf0\x9f\x92\xb",11/18/2022,6779,2,0.029494175,21,0.308823529
GetPaidToTry-(Creative#SA)- Inactive Clicker WorkFlow (1) \xe2\x9c\x8,GPTT FROG,(1) confirm your emai,11/18/2022,1726,2,0.115740741,2,0.115740741
3x-111822-\xf0\x9f\x86\x95 (Flatiron) Everyday Winner - CPA (U)-ORIGINAL-5pm-anc-2ND NOTICE - We sent you a $500 DAILY WINNER,Sig (Dave) GFR,"2ND NOTICE - We sent you a $500 DAILY WINNER offer today, Confirm ASAP",11/18/2022,11419,2,0.017511601,5,0.043767507
111822 - (Shift44) Super Samples - CPA (PY) [SSUT2] 7:00 am ENG \xe2\x9c\x8,MyShopDiscounts WIFI,"{{first_name}}\xc2\xa0we sent you a message, your offer details still needs to be reviewed >",11/18/2022,11836,2,0.016894746,5,0.042226163
